	name	person	like_date
50	에덴식당	Amanda Guin (130곳)	2016년 10월 1일
51	에덴식당	김예술 (5곳)	2016년 9월 28일
52	에덴식당	김민관 (25곳)	2016년 9월 28일
53	에덴식당	Jen Junghyun Kim (181곳)	2016년 9월 15일
54	신원	일기일회 (4260곳)	2017년 10월 22일
55	신원	Mary Kim (29곳)	2017년 5월 29일
56	그레이에스프레소	무용가리 (305곳)	2018년 3월 19일
57	그레이에스프레소	Jaewoo Chung (97곳)	2017년 12월 28일
58	그레이에스프레소	시즈카 (5곳)	2017년 7월 11일
59	그레이에스프레소	임새롬 (138곳)	2017년 6월 4일
60	그레이에스프레소	계화연 (32곳)	2017년 5월 21일
61	야마야	최승욱 (20곳)	2020년 8월 17일
62	야마야	황순범 (35곳)	2020년 8월 12일
63	야마야	이인택 (50곳)	2020년 7월 7일
64	야마야	조정환 (347곳)	2020년 7월 5일
65	야마야	백구 (3곳)	2020년 6월 22일
66	야마야	이현구 (27곳)	2020년 5월 5일
67	야마야	나그네 (89곳)	2020년 4월 27일
68	야마야	Nami Kim (269곳)	2020년 4월 18일
69	야마야	miwra (2068곳)	2020년 2월 24일
70	야마야	이구슬 (228곳)	2020년 2월 20일
71	야마야	짱양 (90곳)	2020년 2월 15일
72	야마야	Yongju Jo (96곳)	2020년 1월 24일
73	야마야	Yukyung Jung (28곳)	2020년 1월 18일
74	야마야	요롱이 (2곳)	2019년 12월 12일
75	야마야	Seon-a Jung (76곳)	2019년 9월 16일
76	야마야	우리 (15곳)	2019년 8월 17일
77	야마야	as125689 (14곳)	2019년 6월 22일
78	야마야	wooo (18곳)	2019년 4월 19일
79	야마야	William Park (107곳)	2019년 2월 22일
80	야마야	Choi Hyunghwan (25곳)	2019년 2월 14일
81	야마야	Min Gu Jeong (13곳)	2019년 1월 13일
82	야마야	아이나 (83곳)	2018년 10월 23일
83	야마야	알루 (191곳)	2018년 10월 16일
84	야마야	Jina Lee (376곳)	2018년 7월 27일
85	야마야	gogogogo (417곳)	2018년 7월 3일
86	야마야	에이제이 (48곳)	2018년 7월 2일
87	야마야	Seok Woo Jang (160곳)	2018년 4월 27일
88	야마야	남종훈 (110곳)	2018년 4월 12일
89	야마야	Hyosik Lim (219곳)	2018년 4월 4일
90	야마야	Leo Shin (621곳)	2018년 3월 30일
91	야마야	안승현 (26곳)	2018년 3월 9일
92	야마야	정혁준 (23곳)	2018년 1월 3일
93	야마야	SungHye Chin (210곳)	2017년 12월 1일
94	야마야	Donghyun Kwon (173곳)	2017년 11월 10일
95	야마야	휘바 (5곳)	2017년 11월 6일
96	야마야	일곱 (332곳)	2017년 10월 31일
97	야마야	전승휴 (236곳)	2017년 10월 30일
98	야마야	Sungjin Goo (144곳)	2017년 10월 25일
99	야마야	Minjeong Jeong (720곳)	2017년 10월 18일
100	야마야	haru (10곳)	2017년 8월 22일
101	야마야	Jaewoo Chung (97곳)	2017년 8월 1일
102	야마야	Kyeongseok Noh (43곳)	2017년 6월 20일
103	야마야	Chiwu Park (63곳)	2017년 6월 15일
104	야마야	Tymoshchuk Sura Purio (133곳)	2017년 5월 6일
105	야마야	Patrick Kim (38곳)	2017년 4월 14일
106	야마야	Boseul Janet Kim (16곳)	2017년 4월 5일
107	야마야	Min Okhee (2773곳)	2017년 3월 6일
108	야마야	Meelim Jenny Kim (67곳)	2017년 2월 6일
109	야마야	Jaejin Jeong (31곳)	2017년 1월 30일
110	야마야	ksh (81곳)	2017년 1월 22일
111	야마야	Sungmin Jee (200곳)	2016년 12월 19일
112	야마야	Taeyong Kim (42곳)	2016년 11월 8일
113	야마야	Iz (87곳)	2016년 11월 1일
114	야마야	Sanghyun Kim (62곳)	2016년 8월 31일
115	야마야	Taesup Lee (1224곳)	2016년 4월 5일
116	야마야	hepta (15곳)	2016년 2월 28일
117	야마야	Hwayoung Yeo (9곳)	2016년 2월 4일
118	테이스팅룸	육형문 (275곳)	2020년 2일 전
119	테이스팅룸	김미혜 (7곳)	2020년 7월 18일
120	테이스팅룸	나그네 (89곳)	2020년 4월 27일
121	테이스팅룸	HaYeong Lee (5곳)	2019년 12월 10일
122	테이스팅룸	tommy (385곳)	2019년 11월 23일
123	테이스팅룸	이호석 (124곳)	2019년 10월 19일
124	테이스팅룸	Elena (4곳)	2019년 10월 11일
125	테이스팅룸	Jina Lee (376곳)	2019년 7월 3일
126	테이스팅룸	단우 (10곳)	2019년 5월 22일
127	배꼽집	JamesWKJo (22곳)	2019년 5월 17일
128	배꼽집	vero (72곳)	2019년 4월 4일
129	배꼽집	yhkim (224곳)	2019년 3월 24일
130	배꼽집	nova11 (266곳)	2018년 7월 29일
131	아루히	최승욱 (20곳)	2020년 8월 17일
132	아루히	베로니카 (300곳)	2020년 7월 26일
133	아루히	Jho Lee (860곳)	2020년 7월 23일
134	아루히	시크포크 (124곳)	2020년 7월 1일
135	아루히	Pera (251곳)	2020년 2월 20일
136	아루히	SOSOPA (8417곳)	2020년 1월 12일
137	아루히	조쓰 (195곳)	2020년 1월 5일
138	아루히	우돌 (106곳)	2019년 12월 27일
139	아루히	Song (9곳)	2019년 12월 16일
140	아루히	최재호 (46곳)	2019년 11월 30일
141	아루히	내돈내먹 (70곳)	2019년 11월 13일
142	아루히	Jay Kim (278곳)	2019년 10월 29일
143	아루히	spinni (98곳)	2019년 10월 8일
144	아루히	Jeff (1662곳)	2019년 9월 30일
145	아루히	심기연 (455곳)	2019년 9월 20일
146	아루히	박지홍 (315곳)	2019년 8월 23일
147	아이엠베이글	Jiwon (33곳)	2020년 4월 11일
148	아이엠베이글	soogood (15곳)	2020년 4월 5일
149	아이엠베이글	현종우 (48곳)	2020년 3월 28일
150	아이엠베이글	이가영 (21곳)	2020년 2월 8일
151	아이엠베이글	Jaehoon Kim (23곳)	2019년 9월 5일
152	아이엠베이글	Kahun Yu (9곳)	2019년 7월 20일
153	아이엠베이글	정상구 (1547곳)	2019년 3월 24일
154	아이엠베이글	데칼뽀인트77 (42곳)	2018년 4월 17일
155	아이엠베이글	조민희 (57곳)	2018년 3월 5일
156	아이엠베이글	Hyeran Park (246곳)	2017년 12월 31일
157	아이엠베이글	wrinkle (108곳)	2017년 4월 28일
158	아이엠베이글	Dora (671곳)	2016년 6월 14일
159	아이엠베이글	유애림 (253곳)	2016년 6월 10일
160	그리너리샐러드	캠포트리 (1596곳)	2020년 2월 8일
161	그리너리샐러드	Junbum Park (14곳)	2018년 12월 14일
162	그리너리샐러드	열려라열매 (43곳)	2018년 2월 12일
163	그리너리샐러드	In-ha Raphaela Ryu (131곳)	2017년 12월 27일
164	그리너리샐러드	imaginesbpark (13곳)	2017년 7월 29일
165	그리너리샐러드	Subin Kim (393곳)	2017년 5월 17일
166	그리너리샐러드	Soojin Kwon (30곳)	2016년 11월 4일
167	그리너리샐러드	정서현 (31곳)	2016년 9월 8일
168	라무진	miwra (2068곳)	2020년 3월 7일
169	라무진	오즈 (7곳)	2019년 12월 15일
170	라무진	화니 (57곳)	2019년 8월 31일
171	라무진	심기용 (31곳)	2019년 5월 17일
172	라무진	김요한 (124곳)	2019년 5월 17일
173	라무진	김형길 (12곳)	2019년 4월 28일
174	라무진	wooo (18곳)	2019년 4월 19일
175	라무진	Erik Sim (44곳)	2019년 3월 21일
176	라무진	nbahk (568곳)	2019년 2월 20일
177	라무진	William Park (107곳)	2019년 2월 3일
178	라무진	이건호 (54곳)	2018년 12월 12일
179	라무진	SOSOPA (8417곳)	2018년 11월 28일
180	라무진	머쩍꿀랭이 (30곳)	2018년 10월 29일
181	라무진	sooah Lim (26곳)	2018년 9월 11일
182	라무진	Do Hee Yang (33곳)	2018년 8월 22일
183	라무진	Lee Dongjune (2곳)	2018년 7월 22일
184	라무진	ㅇㅁ (189곳)	2018년 4월 11일
185	라무진	Yong Yeon Kwon (220곳)	2017년 11월 27일
186	라무진	김재환 (3500곳)	2017년 10월 22일
187	라무진	풍운아 (14곳)	2017년 7월 28일
188	라무진	Jungbo Sim (30곳)	2017년 3월 19일
189	라무진	Hyeong-Gi Chae (57곳)	2017년 3월 6일
190	라무진	ssom (165곳)	2017년 3월 5일
191	라무진	Kwonyong Lee (37곳)	2017년 2월 27일
192	라무진	Taesup Lee (1224곳)	2017년 1월 28일
193	커피기업	judizzo (182곳)	2020년 7월 22일
194	커피기업	Han Jang (552곳)	2020년 6월 27일
195	커피기업	Orange Kim (101곳)	2020년 6월 4일
196	커피기업	Dae Young Kim (368곳)	2020년 3월 25일
197	커피기업	캠포트리 (1596곳)	2020년 2월 2일
198	커피기업	슈발츠제네거 (135곳)	2020년 1월 16일
199	커피기업	자몽에이드 (127곳)	2019년 11월 4일
200	커피기업	Hyojung Lee (6곳)	2019년 8월 28일
201	커피기업	Me (397곳)	2019년 7월 11일
202	커피기업	김수현 (225곳)	2019년 6월 2일
203	커피기업	김경미 (107곳)	2019년 4월 3일
204	커피기업	케니 (39곳)	2018년 9월 30일
205	커피기업	Yeawon Lee (12곳)	2018년 8월 28일
206	커피기업	제민기 (8곳)	2018년 8월 18일
207	커피기업	gogogogo (417곳)	2018년 7월 3일
208	커피기업	김성범 (716곳)	2018년 7월 1일
209	커피기업	Jina Lee (376곳)	2018년 5월 9일
210	커피기업	김은지 (8곳)	2018년 5월 7일
211	커피기업	일곱 (332곳)	2018년 4월 19일
212	커피기업	꼬스방 (41곳)	2018년 1월 22일
213	커피기업	배지숙 (100곳)	2017년 12월 15일
214	커피기업	Sunhee Cho (1곳)	2017년 7월 11일
215	커피기업	busted708 (1314곳)	2017년 7월 6일
216	수하동	rkqls (149곳)	2020년 5월 17일
217	수하동	Kim Eunho (220곳)	2018년 9월 9일
218	수하동	jaystar (30곳)	2017년 11월 26일
219	더스테이크하우스	goodday (1350곳)	2019년 8월 16일
220	더스테이크하우스	dk (206곳)	2019년 5월 5일
221	더스테이크하우스	이신열 (69곳)	2019년 3월 13일
222	더스테이크하우스	알루 (191곳)	2018년 12월 1일
223	더스테이크하우스	김성범 (716곳)	2018년 6월 28일
224	더스테이크하우스	wooch (109곳)	2018년 1월 6일
225	더스테이크하우스	SungHye Chin (210곳)	2017년 12월 1일
226	더스테이크하우스	임승우 (51곳)	2017년 6월 26일
227	더스테이크하우스	아카라다 (12곳)	2017년 4월 8일
228	더스테이크하우스	Min Okhee (2773곳)	2017년 4월 8일
229	더스테이크하우스	정창주 (2곳)	2016년 10월 28일
230	더스테이크하우스	jhan (28곳)	2016년 8월 3일
231	더스테이크하우스	Ekdus Park (29곳)	2016년 7월 28일
232	더스테이크하우스	울랄라방구 (7곳)	2016년 5월 31일
233	더스테이크하우스	Yong Jin Lee (12곳)	2016년 5월 21일
234	더스테이크하우스	Yongshik Yoon (43곳)	2016년 4월 1일
235	더스테이크하우스	지안 (53곳)	2016년 3월 23일
236	더스테이크하우스	마을사람A (27곳)	2016년 2월 26일
237	그리츠	farmer (147곳)	2017년 11월 24일
238	그리츠	Sung Hun Kim (31곳)	2017년 5월 23일
239	그리츠	원용인 (307곳)	2017년 3월 21일
240	그리츠	현미밥 (6곳)	2017년 2월 25일
241	그리츠	박지환 (1곳)	2016년 12월 9일
242	창고43	까마귀상 (4곳)	2020년 8월 10일
243	창고43	이영진 (247곳)	2020년 8월 5일
244	창고43	시와빠 (129곳)	2020년 7월 25일
245	창고43	표블리 (256곳)	2020년 7월 18일
246	창고43	nalsam (115곳)	2020년 6월 18일
247	창고43	아모포스 (28곳)	2020년 5월 4일
248	창고43	돼지 (50곳)	2020년 4월 23일
249	창고43	박건 (22곳)	2020년 4월 13일
250	창고43	고재현 (59곳)	2020년 3월 20일
251	창고43	miwra (2068곳)	2020년 3월 7일
252	창고43	Dae Young Kim (368곳)	2020년 2월 18일
253	창고43	캠포트리 (1596곳)	2020년 2월 2일
254	창고43	Yongju Jo (96곳)	2020년 1월 24일
255	창고43	Elena (4곳)	2019년 10월 14일
256	창고43	Hyojung Lee (6곳)	2019년 8월 28일
257	창고43	sunny (61곳)	2019년 8월 14일
258	창고43	이서영 (14곳)	2019년 7월 31일
259	창고43	Me (397곳)	2019년 7월 11일
260	창고43	nampyon92 (299곳)	2019년 7월 11일
261	창고43	Kim Chan Yeong (106곳)	2019년 6월 26일
262	창고43	Park Hanki (472곳)	2019년 5월 29일
263	창고43	심기용 (31곳)	2019년 5월 17일
264	창고43	내방에방울토마토 (17곳)	2019년 5월 8일
265	창고43	Jeff (1662곳)	2019년 5월 4일
266	창고43	Kyoungsu Park (269곳)	2019년 4월 10일
267	창고43	Goeun Hong (60곳)	2019년 4월 7일
268	창고43	Kim Shik (482곳)	2019년 3월 19일
269	창고43	ㅈㅋㅇ (2451곳)	2019년 2월 28일
270	창고43	nbahk (568곳)	2019년 2월 20일
271	창고43	매일한잔 (3곳)	2019년 1월 7일
272	창고43	이재원 (400곳)	2018년 12월 28일
273	창고43	SOSOPA (8417곳)	2018년 11월 21일
274	창고43	Yongtae Kim (180곳)	2018년 11월 8일
275	창고43	Younghwan Yoo (201곳)	2018년 11월 4일
276	창고43	andsobut (76곳)	2018년 10월 28일
277	창고43	Young Cheol Lee (249곳)	2018년 6월 4일
278	창고43	박준석 (25곳)	2018년 3월 9일
279	창고43	Eunjane (18곳)	2018년 2월 1일
280	창고43	SungHye Chin (210곳)	2017년 12월 1일
281	창고43	Yong Yeon Kwon (220곳)	2017년 11월 27일
282	창고43	Minjeong Jeong (720곳)	2017년 10월 18일
283	창고43	한혜진 (62곳)	2017년 9월 17일
284	창고43	Trade Mark (174곳)	2017년 9월 11일
285	창고43	yemu (58곳)	2017년 8월 4일
286	창고43	jinkyoo (10곳)	2017년 8월 3일
287	창고43	log502 (3곳)	2017년 7월 16일
288	창고43	최대호 (10곳)	2017년 7월 9일
289	창고43	최황규 (589곳)	2017년 6월 18일
290	창고43	Chiwu Park (63곳)	2017년 6월 15일
291	창고43	범근윤 (6곳)	2017년 5월 23일
292	창고43	추현진 (228곳)	2017년 4월 30일
293	창고43	Tory Seo (7곳)	2017년 3월 18일
294	창고43	penelf (17곳)	2017년 2월 24일
295	창고43	정형헌 (3곳)	2017년 1월 12일
296	창고43	명진박 (25곳)	2017년 1월 7일
297	창고43	김종한 (90곳)	2016년 12월 15일
298	창고43	초딩입맛 (183곳)	2016년 11월 15일
299	창고43	Soyoung Shin (32곳)	2016년 10월 18일
300	창고43	김민관 (25곳)	2016년 9월 28일
301	창고43	달콤미야 (17곳)	2016년 9월 25일
302	창고43	Hoyoung Jung (32곳)	2016년 9월 13일
303	창고43	Sehyung Pak (19곳)	2016년 8월 24일
304	창고43	여유박 (4527곳)	2016년 8월 9일
305	창고43	jhan (28곳)	2016년 8월 3일
306	창고43	배상귀 (91곳)	2016년 7월 23일
307	창고43	이은경 (38곳)	2016년 7월 5일
308	창고43	이규현 (32곳)	2016년 5월 22일
309	창고43	Yong Jin Lee (12곳)	2016년 5월 21일
310	창고43	Hyeji Park (3곳)	2016년 5월 15일
311	창고43	Dongmyeong Oh (65곳)	2016년 5월 13일
312	창고43	Yeom Hyeryeon (33곳)	2016년 4월 29일
313	창고43	Hyun-Sik Yang (185곳)	2016년 4월 17일
314	창고43	장지율 (16곳)	2016년 4월 4일
315	창고43	Taesup Lee (1224곳)	2016년 3월 31일
316	창고43	Seungmin Shayne Han (60곳)	2016년 3월 12일
317	창고43	Carly YJ Chun (22곳)	2016년 2월 3일
318	창고43	JinKyung Yu (37곳)	2015년 12월 30일
319	창고43	kodatt (12곳)	2015년 12월 5일
320	서궁	MARRON (29곳)	2020년 1일 전
321	서궁	뇽ㅇ (5곳)	2020년 8월 12일
322	서궁	일기일회 (4260곳)	2020년 8월 11일
323	서궁	시와빠 (129곳)	2020년 7월 25일
324	서궁	홍민곤 (68곳)	2020년 6월 23일
325	서궁	DK (38곳)	2020년 5월 31일
326	서궁	soogood (15곳)	2020년 4월 5일
327	서궁	Mihee Choi (299곳)	2020년 3월 28일
328	서궁	Dae Young Kim (368곳)	2020년 3월 22일
329	서궁	고재현 (59곳)	2020년 3월 20일
330	서궁	쟈르 (38곳)	2020년 3월 15일
331	서궁	고라니 (38곳)	2020년 3월 1일
332	서궁	배고파 (11곳)	2020년 2월 24일
333	서궁	조쓰 (195곳)	2020년 2월 23일
334	서궁	캠포트리 (1596곳)	2020년 2월 2일
335	서궁	야슌량꼬아빠 (774곳)	2020년 2월 1일
336	서궁	Tae June Moon (75곳)	2020년 2월 1일
337	서궁	miwra (2068곳)	2019년 12월 29일
338	서궁	이장훈 (125곳)	2019년 12월 28일
339	서궁	SSO (19곳)	2019년 12월 26일
340	서궁	전상익 (1760곳)	2019년 11월 10일
341	서궁	TiberiusChoe (215곳)	2019년 11월 1일
342	서궁	busted708 (1314곳)	2019년 10월 24일
343	서궁	Joong-Seok Cho (483곳)	2019년 9월 24일
344	서궁	Ryou Ja Il (70곳)	2019년 9월 23일
345	서궁	정재훈 (285곳)	2019년 9월 14일
346	서궁	Taek Ham Oh (100곳)	2019년 9월 7일
347	서궁	이상헌 (101곳)	2019년 9월 7일
348	서궁	이수민 (30곳)	2019년 9월 6일
349	서궁	Hyojung Lee (6곳)	2019년 8월 28일
350	서궁	윶윶 (8곳)	2019년 8월 22일
351	서궁	Me (397곳)	2019년 7월 11일
352	서궁	현무 (377곳)	2019년 6월 23일
353	서궁	Seudonimo (67곳)	2019년 6월 21일
354	서궁	YunKyung Kim (2곳)	2019년 4월 6일
355	서궁	Pauli Cho (73곳)	2019년 3월 17일
356	서궁	예랑 (4곳)	2019년 3월 15일
357	서궁	김정윤 (5곳)	2019년 3월 14일
358	서궁	nbahk (568곳)	2019년 2월 20일
359	서궁	Chang-Hoon Choo (370곳)	2019년 1월 26일
360	서궁	험자 (109곳)	2019년 1월 16일
361	서궁	윤재원 (4곳)	2019년 1월 13일
362	서궁	하운식 (55곳)	2018년 12월 23일
363	서궁	powerioge (432곳)	2018년 12월 2일
364	서궁	nova11 (266곳)	2018년 11월 11일
365	서궁	꾹꾸기 (2곳)	2018년 10월 29일
366	서궁	콘소메 (294곳)	2018년 10월 9일
367	서궁	황혜경 (37곳)	2018년 10월 8일
368	서궁	신분당 (122곳)	2018년 10월 7일
369	서궁	SOSOPA (8417곳)	2018년 10월 3일
370	서궁	Hyunchul Cho (335곳)	2018년 9월 30일
371	서궁	金世永 (119곳)	2018년 9월 9일
372	서궁	몽몽 (1곳)	2018년 9월 7일
373	서궁	죽산호랑이 (192곳)	2018년 9월 6일
374	서궁	hm (11곳)	2018년 9월 5일
375	서궁	퍼렁 (18곳)	2018년 9월 2일
376	서궁	John Park (411곳)	2018년 9월 1일
377	서궁	도끼맨 (684곳)	2018년 8월 19일
378	서궁	jangwon (124곳)	2018년 8월 15일
379	서궁	쿠우 (9곳)	2018년 8월 10일
380	서궁	Tiber (7곳)	2018년 8월 7일
381	서궁	RJ (935곳)	2018년 8월 5일
382	서궁	박원석 (18곳)	2018년 8월 4일
383	서궁	다찌마와리 (116곳)	2018년 8월 3일
384	서궁	고성종 (2곳)	2018년 7월 30일
385	서궁	Alex Soohee Han (91곳)	2018년 7월 29일
386	서궁	남쪽계단 (823곳)	2018년 7월 27일
387	서궁	김정호 (165곳)	2018년 7월 20일
388	서궁	완젤 (17곳)	2018년 7월 14일
389	서궁	Yoon-Chul Lee (123곳)	2018년 7월 10일
390	서궁	JOY (114곳)	2018년 7월 8일
391	서궁	Hee Chul Eum (323곳)	2018년 7월 6일
392	서궁	ksc (4곳)	2018년 6월 26일
393	서궁	지철고 (136곳)	2018년 6월 6일
394	서궁	퐁퐁 (523곳)	2018년 6월 1일
395	서궁	나까무라 (9곳)	2018년 5월 11일
396	서궁	Jiwon Shin (168곳)	2018년 5월 9일
397	서궁	Minje Joo (125곳)	2018년 5월 8일
398	서궁	DASIT (4010곳)	2018년 5월 3일
399	서궁	Jina Lee (376곳)	2018년 5월 3일
400	서궁	알루 (191곳)	2018년 4월 19일
401	서궁	Steve (110곳)	2018년 4월 16일
402	서궁	테이스티 (33곳)	2018년 4월 15일
403	서궁	유지향 (16곳)	2018년 4월 7일
404	서궁	치치아빠 (328곳)	2018년 3월 24일
405	서궁	ㅈㅋㅇ (2451곳)	2018년 3월 19일
406	서궁	Leo Shin (621곳)	2018년 3월 9일
407	서궁	구덕훈 (5곳)	2018년 2월 25일
408	서궁	김은환 (956곳)	2018년 2월 22일
409	서궁	Kim Shik (482곳)	2018년 2월 14일
410	서궁	이진우 (45곳)	2018년 1월 22일
411	서궁	skc0125 (109곳)	2018년 1월 8일
412	서궁	김우영 (20곳)	2018년 1월 5일
413	서궁	Lusia (80곳)	2018년 1월 5일
414	서궁	정혁준 (23곳)	2018년 1월 3일
415	서궁	최현식 (79곳)	2017년 12월 20일
416	서궁	콜2 (12곳)	2017년 12월 14일
417	서궁	yujeongbeom (26곳)	2017년 12월 3일
418	서궁	바이퍼구의 (188곳)	2017년 11월 14일
419	서궁	단거조하 (104곳)	2017년 11월 5일
420	서궁	김세중 (159곳)	2017년 10월 21일
421	서궁	규리 (76곳)	2017년 10월 14일
422	서궁	채플린 (129곳)	2017년 10월 13일
423	서궁	김동식 (394곳)	2017년 10월 12일
424	서궁	맛집전문가 (68곳)	2017년 10월 12일
425	서궁	김봉겸 (104곳)	2017년 9월 26일
426	서궁	emily (29곳)	2017년 9월 6일
427	서궁	sidehead (69곳)	2017년 8월 30일
428	서궁	Gina (141곳)	2017년 8월 11일
429	서궁	권영진 (47곳)	2017년 8월 4일
430	서궁	이상훈 (47곳)	2017년 7월 31일
431	서궁	steve (1575곳)	2017년 7월 30일
432	서궁	Lee YoonHyeng (70곳)	2017년 7월 27일
433	서궁	Seung (4곳)	2017년 7월 27일
434	서궁	백상우 (631곳)	2017년 7월 10일
435	서궁	baromi (242곳)	2017년 7월 2일
436	서궁	시즈카 (5곳)	2017년 6월 22일
437	서궁	쥬스톤 (31곳)	2017년 6월 18일
438	서궁	최황규 (589곳)	2017년 6월 18일
439	서궁	초딩입맛 (183곳)	2017년 6월 13일
440	서궁	심정 (47곳)	2017년 5월 23일
441	서궁	Jin Yoon (320곳)	2017년 5월 22일
442	서궁	이명호 (3곳)	2017년 5월 3일
443	서궁	손연동 (12곳)	2017년 5월 2일
444	서궁	Sangyeop Kang (100곳)	2017년 4월 24일
445	서궁	posko2 (80곳)	2017년 4월 19일
446	서궁	₩A¥₩!$€ (25곳)	2017년 4월 18일
447	서궁	Byung Hoon Kay Kim (15곳)	2017년 4월 18일
448	서궁	슈호프 (60곳)	2017년 4월 16일
449	서궁	우기스 (33곳)	2017년 4월 14일
450	서궁	Boram Kim (2곳)	2017년 4월 13일
451	서궁	ridgee (3곳)	2017년 4월 8일
452	서궁	Woosik Lee (24곳)	2017년 4월 7일
453	서궁	도정현 (27곳)	2017년 4월 1일
454	서궁	김재환 (3500곳)	2017년 3월 29일
455	서궁	Kim Sang Hong (2곳)	2017년 3월 10일
456	서궁	수현이 (7곳)	2017년 3월 4일
457	서궁	dylee (257곳)	2017년 2월 25일
458	서궁	Lee Sora (69곳)	2017년 2월 24일
459	서궁	Jerome Lee (41곳)	2017년 2월 22일
460	서궁	naya (79곳)	2017년 2월 15일
461	서궁	Jeonsu Kim (2곳)	2017년 2월 11일
462	서궁	Hye Ryoung Park (56곳)	2017년 2월 11일
463	서궁	Moon Park (22곳)	2017년 2월 8일
464	서궁	최철규 (1곳)	2017년 2월 4일
465	서궁	지니 (52곳)	2017년 2월 3일
466	서궁	Taesup Lee (1224곳)	2017년 1월 27일
467	서궁	Soo Yeon Baek (13곳)	2017년 1월 23일
468	서궁	SBHM (27곳)	2017년 1월 19일
469	서궁	이홍채 (1곳)	2017년 1월 17일
470	서궁	웃셔 (120곳)	2017년 1월 16일
471	서궁	Jae Hyun Lee (94곳)	2017년 1월 16일
472	서궁	킴쑤 (107곳)	2017년 1월 13일
473	서궁	Mills Kim (114곳)	2017년 1월 4일
474	서궁	신선호 (21곳)	2016년 12월 16일
475	서궁	임종성 (54곳)	2016년 12월 9일
476	서궁	뤼삼 (798곳)	2016년 12월 4일
477	서궁	김세형 (20곳)	2016년 11월 29일
478	서궁	Unjoo Kwon (25곳)	2016년 11월 13일
479	서궁	abcd1234 (327곳)	2016년 11월 8일
480	서궁	Yongchul Song (143곳)	2016년 11월 6일
481	서궁	soo (7곳)	2016년 11월 5일
482	서궁	알라 (1631곳)	2016년 11월 4일
483	서궁	조호용 (317곳)	2016년 10월 24일
484	서궁	강 예슬 (14곳)	2016년 10월 22일
485	서궁	Yongtae Kim (180곳)	2016년 10월 14일
486	서궁	Choong Hoon Lee (12곳)	2016년 10월 13일
487	서궁	Min Okhee (2773곳)	2016년 10월 7일
488	서궁	Dong Ho Yoo (368곳)	2016년 10월 3일
489	서궁	rruusshh (26곳)	2016년 10월 1일
