	name	review	date	score
10	야마야	대체적으로 간이 좀 강한 편입니다. 공기밥 시켜서 같이 먹으니 괜찮네요.	2019년 5월 25일	3.0
11	야마야	"회식으로 방문했습니다 술이 술술 들어가는 맛이에요 모츠나베 좋아하시는 분들은 야마야 방문하시면 될것 같습니다
저는 모츠나베는 별로 좋아하지않지만 다른 메뉴들이 있어서 사케랑 같이 맛있게 먹었어요"	2019년 10월 24일	5.0
12	야마야	"여의도우체국 근처에 있는 퓨전일식집.
후쿠오카(하카타)식 곱창 전골을 메인으로 명란, 가라아게 등 요리가 맛있는 집이다.

크기가 넓고 저녁 때 가면 꽤너 시끄러워서 회식 자리로 알맞은 곳"	7월 5일	5.0
13	야마야	깔끔하고 맛있어요! 모츠나베에 면사리 추천합니다 명란요리는 꼭 드셔보시고 명란구이랑 오챠즈케 시켜서 같이 드세요 정말 맛있어요! 창가에 앉으면 분위기 좋아요	2019년 11월 6일	5.0
14	야마야	"술을 마시러 간건 아니고 모츠나베 먹으러 간건데 ㅎㅎ 우리테이블 빼고 다 술시키신듯요 이자카야같은 느낌이 더 강해요
직원분들 친절하시고 음식맛은 좋습니다"	2019년 3월 17일	4.0
15	테이스팅룸	테이스팅룸은 어딜가도 기본 이상은 하죠. IFC에 워낙 다양한 가게가 많아 고르기 힘들다면 여기로 고고	6월 30일	5.0
16	테이스팅룸	"- 여의도 지점이라서 대기가 길고 가게 앞에서 이름 부르는 방식이라서 불편해요
- 시금치 플랫브레드 양도 많고 맛있어요"	2019년 5월 1일	4.0
17	테이스팅룸	평일 주말 식사시간 대는 항상 줄 서 있었는데 금요일 저녁 6시 30분 즈음에 가니 줄 안서고 바로 앉았어요. ifc몰 안에 있지만 인테리어가 예뻐요. 인테리어가 예쁜 만큼 눈으로 보기에는 좋지만 맛은... 그냥 먹을만 한 거 같아요. 가격대비 맛보다는 ifc몰 안에서 분위기가 좋은 그런 곳이라 생각합니다.	2019년 3월 29일	3.0
18	테이스팅룸	IFC 지하 3층에 있음. 거의 매번 웨이팅 해야 함. 개인적으로 가성비로 따지면 굳이 추천하지는 않음. 먹으면 건강해지는 기분. 실내 인테리어는 이뻐서 데이트나 소개팅 장소로는 추천.	2018년 4월 15일	3.0
19	테이스팅룸	언제 먹어도 맛있고 어디서 먹어도 평타치는 이곳. 시금치 피자 좋아한다. 신메뉴는 쏘쏘	7월 6일	4.0
20	테이스팅룸	시금치피자가 너무 맛있어요 파스타도 항정살이 알맞게 익어서 질기지 않았습니다!	6월 29일	5.0
21	테이스팅룸	"1. IFC라 극악의 웨이팅을 견뎌야함.
2. 메뉴판 보면 알겠지만 가격대가 있음. 요즘 사람들이 좋아할만한 인테리어랑 메뉴이긴하나 그 가격 주고 먹을만한 퀄리티는 아님.
3. 시금치 플랫브레드에는 정말 시금치랑 토마토 말고는 토핑이 없음. 색다른 맛은 아님. 도우가 좋은 건지는 몰라도 그냥 미슷어 피자나 돗미노 피자가 더 나을 듯함.
4. 수제비 감자뇨끼는 그나마 맛있음. 싹싹 긁어먹음.
5. 결론 : 두 번 갈 것 같진 않음. 저 가격에 조용한 레스토랑 가서 먹는게 나을 듯."	2018년 5월 23일	3.0
22	테이스팅룸	가격이 생각보다 비싸서 놀랐어요 다른곳에는 없는 신기한 메뉴들과 맛은 만족했습니다 식전빵이나 따로 주문할수있는 빵 메뉴가 없어서 아쉬웠어요	4월 22일	4.0
23	테이스팅룸	여기 예전에 한때 엄청 사랑받았던 곳.. 맛도 있긴한데 뭔가 특별하진않고 뭐랄까.. 무난하게 가기좋은데 가격은 비싸서 남이 사줄때 가야하는 곳 회식이면 더 좋아서 감	2019년 6월 14일	4.0
24	테이스팅룸	시금치플랫 추천합니다 시금치 매우 신선했고 풍성해서 좋았어요	2019년 10월 3일	4.0
25	테이스팅룸	ifc몰에 있는 테이스팅 룸 장소가 좁긴하지만 맛도 있고 생맥주도 팔아요	2019년 5월 11일	4.0
26	테이스팅룸	"시금치 플랫브레드 맛있고 건강한 맛입니다.
뇨끼는 무난..."	2019년 4월 13일	4.0
27	아루히	"서남권 오마카세 스시계의 탑티어급인 아루히를 다녀왔는데요.


아이돌 콘서티 티켓팅보다 힘들다는 티켓팅을 성공해서 그런지 늦은 사람 없이 시간을 딱 맞춰와서 제시간에 시작 할 수 있었습니다.

점심은 11:30분 한타임으로 운영하고 여의도역 5번출구 바로 앞 종합상가 2층에 위치해 있어서 접근성또한 완벽합니다.

메뉴판은 따로 없이 네이버 예약으로 확인 할 수 있습니다.

한시간 이십여분간 진행 된 오마카세는 정말 퀄리티 좋고 맛또한 일품은 코스로 진행되는데요 거기에 더불어 친절한 쉐프님들의 입담까지 정말 행복한 식사였습니다.

매달 20일 5시에 다음달 예약을 받는다고 하니 시간맞춰서 시도해 볼 만한 레스토랑임에 분명합니다."	7월 5일	5.0
28	아루히	퀄리티도 준수하지만 가격도 훌륭한 가성비 최강의 오마카세. 예약이 너무 힘든 것이 단점.	2019년 12월 16일	5.0
29	아루히	"주말에는 주차장 무료이용가능한거같궁요
요즘 너무 유명해져서 예약하기 힘들다는 단점이 잇지만 정말 가성비 갑입니다. 저녁타임이 35000원인데 배 터져 죽는 줄 알앗어여ㅠㅠ 재료도 하나하나 정성스럽게 준비한게 보이더라구요 ㅠㅠ 예약하기가 힘들어서 또 언제 가보려나 ㅠㅠㅠ"	2019년 9월 30일	5.0
30	아이엠베이글	갓 구워서 매장에서 먹는 베이글 맛있어요! 알바생분 취향인지 본사 지침인지 모르겠지만 갈 때마다 나오는 노래도 좋아서 귀에 거슬리는 점 하나 없고 소품도 귀엽고 좋음! 근처에 있으면 식사하러 가는 가게	2019년 8월 25일	5.0
31	아이엠베이글	여의도에서 배달의민족으로 배달 되는 맛집이에요. 브런치 먹을 곳 찾다가 만족스럽지 않아 다른곳으로 가본건데 의외의 맛집이네요	2019년 4월 2일	5.0
32	아이엠베이글	"확실히 베이글이 쫄깃하고 맛있어요!
키오스크로 주문 가능하고, 그라브락스 베이글 샌드위치가 짜지 않고 맛있었어요."	7월 13일	5.0
33	아이엠베이글	음식은 맛있지만 위생상태가 별로. 코로나 시국에 키오스크 옆에 손소독제가 없었음. 매장에 정치인 잡지 사진이 진열돼 있어서 좀 그랬음 본사에서 프랜차이즈 관리 좀 해야할듯	4월 28일	3.0
34	그리너리샐러드	여의도 쪽에서는 가장 맛있는 샐러드집이라고 생각함! 야채 양이 정말 많아서 샐러드로 정말 배부르게 먹을 수 있음. 포장 배달 예약주문 등 시스템도 잘 되어있어서 근처 직장인들에게 인기가 많을 수 밖에 없다!	2019년 8월 29일	4.0
35	그리너리샐러드	여의도 다이어터라면 추천. 전화 주문 가능해서 매장 픽업 가능함. 개인적인 취향은 우마미 보울이 최고 (닭가슴살 추가 잊지말자)	2019년 12월 19일	5.0
36	그리너리샐러드	배달가능해서 가끔 다이어트하거나 체중조절할때 시켜먹기 좋아요.	2019년 9월 19일	3.0
37	라무진	"남이 구워주는 맛있는 고기가 먹고싶은데 소 돼지가 안끌릴때 가면 딱 좋을만합니다ㅋㅋ
양 특유의 비린내?가 많이 잡혀있어서 먹기에 좋고 마늘밥 추가해서 먹으니 잘 어울립니다"	2019년 8월 30일	5.0
38	라무진	#라무진 #맛집 #양갈비맛집 ???? 에서 #하얼빈맥주 ???? 랑 #갈릭라이스 ???? 모두 냠냠냠 ???? 바테이블에 앉아서 친절한 직원분들이 구워주는 #양갈비 를 집어 먹는뎅~ 정말 부드럽게 잘 구워주시고 ???? 숯도 좋은 걸 쓰셨는지 향도 너무좋고 고기에 향이 잘 베어있어서 감동적임???? 야채 굽고 > 고기 다굽고 > 숙주나물도 구워서 주심???? 너무 친절하고 맛있는 양갈비집????	2018년 4월 27일	4.0
39	라무진	직원 직접 구워주고 잘라줘서 먹기 편하다.마늘밥과 고기가 잘 어울리고 맛이 좋다. 가격대가 있으나 그만큼 양고기 질이 좋으며 분위기 또한 좋다.	2019년 9월 16일	4.0
40	라무진	"양갈비가 매우 맛있었습니다
특히 직원이 직접 맛있게 구워주고 주시는데 너무 편했어요
다만 가격이 좀 부담스러운것은 사실이지만 양갈비를 이정도 퀄리티에 친절한 서비스라면 절대 부담스러운 가격은 아닐것같네요"	2017년 7월 22일	5.0
41	카페진정성	"#주님이먹여살려주시는인생 #카페진정성 #진정성카페
-
✔오리지널 골드 (7,000원)
✔얼그레이 블렌딩 (7,000원)
cup: (4,800원)/bottle (7,000원)입니다.
✔카카오티라미수 (7,500원)
-
너무나 먹고싶었던 #진정성밀크티
온라인으로 더이상 판매를 안 해서 너무너무너무 아쉬웠습니다. 아쉬운 마음에 #밀크티키트 도 구매해서 집에서 만들어봤는데 그 맛이 안남... 흑흑흑.. 😭😭진정성밀크티앓이 하다가..드디어! 오랜만에 사왔어요.... #밀크티 💛💛💛💛
매번 김포점만 가다가, 여의도점은 처음 다녀왔는데 깔끔하니 예쁘더라고요.. 티라미수는 생크림 맛이 변한듯 해서 아쉬웠고요,
[진정성 밀크티]는 맛있음 맛있음 맛있음 맛있음 맛있음 맛있음 맛있음 맛있음 맛있음 진심 맛있음 맛있음👍🏻👍🏻👍🏻👍🏻
맛있음
맛있음
맛있음
맛있음
맛있음
🙆🏻‍♀️💛x100❗️❗️❗️
오리지널 얼그레이 다 맛있지만,
좀 더 제 취향은 [오리지널 골드]입니다.
달달하니 맛있는 진정성 밀크티...
최고 맛있습니다. 👍🏻👍🏻
맛있음
맛있음
맛있음
맛있음
맛있음
❗️❗️❗️❗️
달달 밀크티 좋아하시면 이번 생에 꼭 진정성 밀크티를 드셔보시길..
-
#월요일 #감동 #밀크티사랑 #카페스타그램 #여의도카페 #서울카페 #카페추천 #진정성 #milktea"	3월 23일	5.0
42	카페진정성	빌딩 내부 1층에 위치해있습니다. 병으로 포장하시면 작은 아이스팩이랑 같이 지퍼백에 넣어줘서 들고가서 먹기 좋아요 :) 딱 정석적인 맛있는 곳이어서 밀크티 좋아하시는 분은 꼭 먹어보시길 추천합니다	7월 30일	5.0
43	커피기업			5.0
44	커피기업			4.0
45	커피기업	"국회의사당역 근처에 위치한 카페에요. 카페 내부는 복층식의 작은 공간만 제공되고 있습니다.
다양한 종류의 비엔나 커피를 판매하고 있고, 맛도 맛있어요"		5.0
46	커피기업	"맛있다! 아이스를 추천해주셔서 먹었는데, 얼음이 반이라 음료가 적은 것이 아쉬웠다.
그치만 맛있다
주차는 안된다고한다."	2019년 11월 22일	4.0
47	커피기업	"이 근방에서 가장 맛있는 비엔나커피입니다!
크림이 깔끔하고 달지않으며 커피도 고소하고 맛있습니다! 다먹고 입도 텁텁해지지 않아 너무 좋아요! 단점이라면 내부가 좁아서 먹고 가기에 힘들고 평일 점심시간엔 직장인들이 너무 많아요!"	2019년 8월 22일	5.0
48	커피기업		2017년 4월 29일	4.0
